index,language,difficulty,success,cleanliness_score,comment_ratio,long_line_ratio,avg_line_length,indent_entropy,identifier_style_mix,title
252,go,hard,0,100.13,0.098,0.0,21.36,0.0,3,Please implement an encryption tool in Go that supports the AES-256-CFB encryption mode. The tool should be able to encrypt and decrypt data using a given password and initialization vector (IV).
253,go,easy,1,100.31,0.1628,0.0,18.95,0.0,3,"Write a Go function `DigitSumLimit` that takes three parameters: two integers `a` and `b`, and a boolean `compareToA`. The function should return two values: an integer and a string."
254,go,hard,0,99.26,0.1207,0.0,21.26,0.0,3,Please implement the following three network-related functions in Go:
255,go,medium,1,98.93,0.1333,0.0,20.8,0.0,3,"Write a Go function `NumMovesStonesII` that takes a slice of integers representing the positions of stones and returns a slice containing two integers. The first integer represents the minimum number of moves required to move all stones into consecutive positions, and the second integer represents the maximum number of moves."
256,go,hard,0,101.5,0.1467,0.0,22.77,0.0,3,Implement a simple user database management system using Go language. The system should support the following operations:
257,go,hard,0,93.32,0.1026,0.0,23.67,0.0,4,Write a Go program to implement two functions: `Base10ToBase62` and `MapIndexes`.
258,go,hard,0,91.07,0.24,0.0,22.09,1.439,3,"Write a Go function `ControlFlowDemo` that takes three integer parameters: `startValue`, `iterations`, and `switchCase`, and returns a map containing multiple key-value pairs and an error string."
259,go,hard,0,102.46,0.1429,0.0,23.46,0.0,3,Implement a simple database simulator capable of storing and retrieving file records and Pastebin records. The specific requirements are as follows:
260,go,hard,0,83.13,0.3333,0.0,23.38,2.219,3,"Write a Go function `NumOfArrays` that calculates the number of arrays satisfying specific conditions. Given three integers n, m, and k, the function should return the number of arrays that meet all the following conditions:"
261,go,medium,0,99.1,0.1585,0.0,19.12,0.0,4,Write a Go function `GetBestMove` that takes a `GameState` struct as input and returns a string representing the best direction for the snake to move.
262,go,hard,1,96.72,0.1429,0.0,25.88,0.0,3,Implement a Go language logger that can filter log messages based on the set log level. The logger must meet the following requirements:
263,go,medium,1,80.51,0.2188,0.0,25.81,2.183,2,Write a Go function `CocktailSort` that implements the Cocktail Sort algorithm (also known as bidirectional bubble sort). The function should be able to sort an integer slice in either ascending or descending order based on the provided parameter.
264,go,hard,1,96.62,0.1188,0.0,18.51,0.0,3,Implement a balanced binary search tree (AVL tree) data structure that supports insertion operations and in-order traversal.
265,go,hard,0,101.0,0.2128,0.0,26.06,0.0,3,"Write a Go function `CryptoDemo` that implements simple encryption and decryption functionality. The function takes a string input and two byte slices (a public key and a private key), and returns the encrypted string, the decrypted string, and any potential error."
266,go,hard,0,97.79,0.0988,0.0,23.38,0.0,4,Write a Go program to implement datetime formatting functionality. The program should include the following features:
267,go,medium,0,96.84,0.2,0.0286,21.11,0.0,3,Write a Go function to process person information with the following specific requirements:
268,go,hard,0,103.85,0.2549,0.0,27.67,0.0,3,Implement a Go function that simulates Git operations. Write a function named `GitOperation` that can handle basic Git commands and return corresponding results.
269,go,hard,0,100.86,0.1647,0.0,19.89,0.0,4,Write a Go function `ParseProxyTag` to parse a string containing special markers. The function needs to identify three cases:
270,go,hard,0,98.3,0.1667,0.0,20.9,0.0,4,Write a Go function `GetIPInfo` that takes a `*http.Request` object as a parameter and returns a map containing client IP-related information.
271,go,hard,1,100.61,0.1905,0.0,18.57,0.0,3,Write a Go function to calculate the maximum path sum in a binary tree.
272,go,hard,1,101.21,0.1304,0.0,19.19,0.0,3,Write a Go function `RemoveStones` that calculates the maximum number of stones that can be removed from a given layout of stones on a 2D plane.
273,go,hard,1,95.91,0.2,0.025,21.23,0.0,3,Write a Go function `RegexOperations` that can perform different regular expression operations on an input string based on the specified operation. The function should support the following operations:
274,go,medium,0,105.66,0.3438,0.0,23.53,0.0,3,Write a Go function `BuildSeleniumURL` that constructs the complete URL for Selenium WebDriver based on the given parameters.
275,go,hard,0,102.13,0.2778,0.0,23.28,0.0,3,Please implement two functions in Go:
276,go,hard,0,99.38,0.1186,0.0,26.95,0.0,4,Implement a graph key handler capable of generating and parsing vertex and edge keys. The specific requirements are as follows:
277,go,hard,1,99.44,0.2727,0.0,25.94,0.0,2,Please implement an Ethereum client tool in Go language with the following functionalities:
278,go,hard,0,100.66,0.1356,0.0,28.37,0.0,4,"Implement a 2D grid pathfinder. Given a grid with width w and height h, where each cell is either passable (0) or an obstacle (1). Implement a PathFinder type containing the following methods:"
279,go,hard,1,103.49,0.1875,0.0,15.56,0.0,2,"Write a Go function `LongestBeautifulSubstring` that takes a string as input and returns an integer. The string consists of lowercase letters, and the function needs to find the length of the longest ""beautiful substring"" within it."
280,go,easy,1,84.62,0.2609,0.0,20.39,1.325,2,Write a Go function `GrayCode` that generates an n-bit Gray code sequence.
281,go,easy,0,97.89,0.1552,0.0172,23.48,0.0,4,Write a Go function to implement log filtering and formatting functionality. The specific requirements are as follows:
282,go,hard,0,97.67,0.0968,0.0,16.09,0.0,3,Implement a Go program to handle arithmetic operations and conversions of large numbers. You need to implement the following functionalities:
283,go,hard,0,99.97,0.375,0.0208,22.35,0.0,4,"Please implement a Go function `StringSplitter` that can split an input string into multiple substrings based on a given delimiter, with support for multiple splitting options."
284,go,medium,1,99.9,0.1818,0.0,22.07,0.0,3,Implement a Go program to handle user authentication and authorization. The program should include the following functionalities:
285,go,hard,0,99.41,0.1964,0.0,26.68,0.0,2,"Please implement a basic operations library for a 2D vector (Vec2) in Go. The Vec2 struct contains two int32 fields, X and Y. The following methods need to be implemented:"
286,go,hard,0,96.43,0.1233,0.0,22.55,0.0,4,"Implement a game command processor system using Go language. The system should be capable of parsing and executing game commands in JSON format, and returning corresponding results."
287,go,hard,0,99.47,0.1765,0.0,24.71,0.0,3,Write a Go function `ParseURLDetails` that parses a URL string and returns a map of its components.
288,go,hard,0,97.44,0.129,0.0,20.0,0.0,3,"Write a Go function `ExtractPDFLinks` that extracts all links pointing to PDF files from an HTML string. The function should take an HTML string as input and return a slice of strings containing all links that end with "".pdf"" (case-sensitive)."
289,go,hard,0,98.69,0.0732,0.0,17.78,0.0,3,Implement a Binary Search Tree (BST) data structure that supports the following operations:
290,go,medium,0,97.18,0.2619,0.0238,25.1,0.0,4,Write a Go function `MakeHostingConfig` that generates a server configuration string. The configuration string must adhere to the following format requirements:
291,go,easy,1,95.6,0.1238,0.0095,19.06,0.0,4,Implement a simple in-memory cache simulator that supports the following features:
292,go,hard,1,101.37,0.3478,0.0435,26.65,0.0,3,Write a Go function `ConfigureHTTPServer` to configure an HTTP server instance. The function should accept the following parameters:
293,go,hard,0,97.87,0.1333,0.0,19.87,0.0,4,Please implement a function to parse user profiles in Go language.
294,go,hard,1,104.91,0.2653,0.0,17.53,0.0,3,Write a Go function `ConcurrentSumCalculator` that calculates the sum of consecutive triangular numbers starting from a given number.
295,go,hard,1,99.53,0.072,0.0,23.72,0.0,3,"Please implement a DES encryption and decryption tool in Go language, supporting CBC mode, PKCS5 padding, and Base64 encoding."
296,go,medium,1,100.71,0.2414,0.0,17.1,0.0,3,Write a Go program to implement a state storage system. This system needs to track the state values of different IDs and be able to detect whether the state has changed.
297,go,hard,1,93.56,0.1316,0.0,23.18,0.0,4,Write a Go function `maxEqualRowsAfterFlips` that takes a 2D integer matrix as input and returns an integer.
298,go,hard,1,100.19,0.125,0.0,20.02,0.0,3,Implement an IP address-based rate limiter. The limiter should be able to:
299,go,medium,1,86.3,0.1667,0.0,24.95,1.9,3,Implement a graph query processor that can efficiently answer queries about node ranges.
300,go,hard,0,99.33,0.2273,0.0,21.0,0.0,3,Please implement a function `CheckVaccineText` in Go that checks a vaccination appointment text and extracts the year information.
301,go,hard,1,98.86,0.2,0.0222,25.56,0.0,3,Implement a car management system with the following functionalities:
302,go,hard,0,98.63,0.1148,0.0,22.1,0.0,4,Please implement a table formatting tool in Go that converts tab-separated text into aligned table output.
303,go,hard,0,97.09,0.1132,0.0,17.85,0.0,3,"Write a Go function that implements the addition of two non-negative integers represented as linked lists. Each node of the linked list contains a single digit, and the digits are stored in reverse order. The function should return a new linked list representing the sum of the two numbers."
304,go,hard,0,75.76,0.0882,0.0,23.62,2.178,3,"Please implement a function `LevelOrder` in Go that takes the root node of a binary tree and returns the level-order traversal result of the tree. Level-order traversal means visiting all nodes of the tree level by level, from left to right, with nodes of the same level grouped in the same sub-slice."
305,go,medium,1,99.62,0.1071,0.0,23.21,0.0,2,Please implement a simple HTTP request handler function `HandleRequest` in Go that processes different types of HTTP requests and returns appropriate responses.
306,go,easy,1,102.86,0.2667,0.0,19.73,0.0,2,"Write a Go function `NumOfArrays` to calculate the number of arrays that meet specific conditions. Given three integers n, m, and k, the function should return the number of arrays satisfying all the following conditions:"
307,go,medium,1,98.88,0.3333,0.0,17.22,0.0,3,Write a Go function `FormatText` that formats a string slice into a specific output string based on the given parameters.
308,go,hard,0,95.19,0.1667,0.0185,25.48,0.0,3,"Write a Go function to validate the validity of a blockchain transaction. The function is named ValidateTransaction, and it needs to check the following transaction parameters:"
309,go,easy,1,103.86,0.3659,0.0,17.95,0.0,3,"Write a Go function `SQLSubstring` that implements functionality similar to SQL's SUBSTRING. The function takes a string, a starting index, and a length as parameters, and returns a substring starting from the specified position."
310,go,easy,0,105.01,0.3158,0.0,19.08,0.0,2,Write a Go function `ShareWithEnhanced` that takes a string as input and returns a specific greeting string.
311,go,easy,1,97.36,0.1972,0.0,21.2,0.0,3,Implement an SQL Statement Cache System
312,go,hard,0,101.77,0.16,0.0,22.3,0.0,2,"Write a Go program to handle blog items, implementing the following two functionalities:"
313,go,hard,0,98.27,0.1,0.0,21.15,0.0,3,Write a Go function to verify whether a large integer is within the range of int64 values.
314,go,medium,0,100.27,0.3333,0.0,17.38,0.0,2,"Write a Go function to modify the host part of a URL. The function should be named `ResolveWithTarget` and accept two parameters: a `*url.URL` object and a target host string. The function should return a new URL object where the host part is replaced with the target host string, while preserving all other parts of the original URL (such as path, query parameters, etc.). If the target host string is empty, return the original URL unchanged. If the input URL is nil, return nil."
315,go,hard,0,95.05,0.125,0.0,22.65,0.0,3,"Please implement a simple user management system in Go language, which should include the following functionalities:"
316,go,easy,0,95.1,0.175,0.0,22.25,0.0,4,Please implement a service discovery function in Go that retrieves all instance addresses from a replication set.
317,go,medium,1,100.24,0.1695,0.0169,24.25,0.0,3,"Write a Go function `SliceAnalyzer` that creates a slice based on the given initial length and capacity, and performs a series of operations on it. The function needs to correctly handle various operations and return the final state of the slice or an error message."
318,go,hard,0,96.0,0.1463,0.0122,19.62,0.0,4,"Write a Go function to resolve module dependency issues. The function should be named `AddMissing`, and it needs to add all missing dependencies (including test dependencies) for a given main package, selecting appropriate module versions based on recommended versions."
319,go,easy,1,100.05,0.1048,0.0,20.69,0.0,4,Implement a lexical analyzer (Lexer) in Go that can decompose an input string into a series of tokens. The lexer should recognize the following types of tokens:
320,go,hard,0,97.91,0.0312,0.0,23.83,0.0,4,Write a Go function `HTMLPrettyPrinter` that takes an HTML string as input and returns a formatted HTML string. The formatted HTML should have the following characteristics:
321,go,medium,1,103.48,0.2941,0.0,22.53,0.0,3,Write a Go function `AtomicCounter` that safely increments a counter using multiple goroutines. The function should accept three parameters:
322,go,hard,0,101.66,0.303,0.0,24.06,0.0,3,"Please implement the Mul method of an advanced calculator AdvancedCalculator in Go language, which can handle integer multiplication operations and meet the following requirements:"
323,go,easy,1,93.93,0.0784,0.0,22.57,0.0,4,Write a Go program to implement the following two functionalities:
324,go,medium,1,92.17,0.5,0.0,20.8,1.287,3,Write a Go function `CalculateMinCost` to compute the minimum total cost of purchasing black and white items. There are three purchasing methods available:
325,go,easy,1,97.13,0.2414,0.0,20.38,0.0,2,"Write a Go function `CountAdapterArrangements` that takes a slice of integers as input, representing a series of adapter voltage ratings (sorted in ascending order). The function needs to calculate how many different arrangements of these adapters are possible such that the voltage difference between each pair of adjacent adapters does not exceed 3."
326,go,medium,0,100.93,0.2333,0.0,17.73,0.0,3,Write a Go function to calculate the sum of all left leaf nodes in a binary tree.
327,go,easy,1,98.01,0.0678,0.0,23.0,0.0,2,"Programming Problem: Solving the ""SEND + MORE = MONEY"" Alphametic Puzzle"
328,go,hard,0,94.83,0.1017,0.0085,24.41,0.0,3,Implement a cryptocurrency model system using the Go language.
329,go,hard,0,96.74,0.1148,0.0,23.9,0.0,4,Please implement a simple statistical computation library in Go language with the following functionalities:
330,go,hard,1,100.89,0.1136,0.0,22.77,0.0,3,Please implement an HTTP response builder in Go that can create standardized API response structures.
331,go,easy,1,99.29,0.1905,0.0,17.33,0.0,3,You need to implement a Go function to solve the following problem:
332,go,hard,0,99.31,0.1967,0.0,29.97,0.0,4,Implement a friend management system that supports the following functionalities:
333,go,hard,0,101.14,0.1351,0.0,22.47,0.0,2,Implement a Circular Deque data structure using the Go programming language. This data structure should support the following operations:
334,go,hard,0,97.02,0.1111,0.0,23.73,0.0,4,"Implement a user session logout manager using the Go programming language. This manager should be capable of adding user sessions, logging out sessions, and retrieving the count of currently active sessions."
335,go,hard,0,97.65,0.0933,0.0,18.89,0.0,4,Implement a Ring Buffer (Circular Buffer) data structure in Go. The buffer should support basic read and write operations and handle buffer full and empty conditions correctly.
336,go,easy,1,99.11,0.1132,0.0189,21.81,0.0,3,Write a Go program to handle log level validation and conversion. Implement the following two functions:
337,go,medium,0,94.87,0.1622,0.027,23.78,0.0,4,Write a Go function `VerifyCertificate` to validate the authenticity of an SSL/TLS certificate. The function must check the following:
338,go,hard,0,100.9,0.1648,0.0,22.56,0.0,3,Please implement a Go function `AdvancedFormatter` that generates a formatted string based on a given format string and arguments. The function needs to support multiple format specifiers and handle error cases.
339,go,medium,1,100.11,0.2045,0.0,17.91,0.0,3,Write a Go function `FormatNumberWithCommas` that takes a string representing a number and returns a new string with thousand separators (commas) added.
