index,language,difficulty,success,alignment_score,question_canonical_overlap,question_test_overlap,canonical_test_overlap,title
266,go,hard,0,24.87,0.1811,0.2109,0.3765,Write a Go program to implement datetime formatting functionality. The program should include the following features:
267,go,medium,0,19.53,0.1441,0.2636,0.1954,Write a Go function to process person information with the following specific requirements:
268,go,hard,0,30.51,0.2362,0.3219,0.38,Implement a Go function that simulates Git operations. Write a function named `GitOperation` that can handle basic Git commands and return corresponding results.
269,go,hard,0,21.16,0.1696,0.2131,0.266,Write a Go function `ParseProxyTag` to parse a string containing special markers. The function needs to identify three cases:
270,go,hard,0,21.74,0.1371,0.2734,0.2683,Write a Go function `GetIPInfo` that takes a `*http.Request` object as a parameter and returns a map containing client IP-related information.
271,go,hard,1,16.95,0.1463,0.1795,0.1905,Write a Go function to calculate the maximum path sum in a binary tree.
272,go,hard,1,13.4,0.1062,0.1622,0.1429,Write a Go function `RemoveStones` that calculates the maximum number of stones that can be removed from a given layout of stones on a 2D plane.
273,go,hard,1,21.57,0.1522,0.2839,0.2323,Write a Go function `RegexOperations` that can perform different regular expression operations on an input string based on the specified operation. The function should support the following operations:
274,go,medium,0,25.57,0.2386,0.2743,0.2597,Write a Go function `BuildSeleniumURL` that constructs the complete URL for Selenium WebDriver based on the given parameters.
275,go,hard,0,43.07,0.4023,0.4388,0.4605,Please implement two functions in Go:
276,go,hard,0,23.75,0.1538,0.3514,0.2353,Implement a graph key handler capable of generating and parsing vertex and edge keys. The specific requirements are as follows:
277,go,hard,1,27.03,0.2114,0.3252,0.2941,Please implement an Ethereum client tool in Go language with the following functionalities:
278,go,hard,0,12.66,0.1416,0.1242,0.1089,"Implement a 2D grid pathfinder. Given a grid with width w and height h, where each cell is either passable (0) or an obstacle (1). Implement a PathFinder type containing the following methods:"
279,go,hard,1,12.01,0.1264,0.0729,0.1587,"Write a Go function `LongestBeautifulSubstring` that takes a string as input and returns an integer. The string consists of lowercase letters, and the function needs to find the length of the longest ""beautiful substring"" within it."
280,go,easy,1,15.14,0.0721,0.2621,0.1463,Write a Go function `GrayCode` that generates an n-bit Gray code sequence.
281,go,easy,0,32.12,0.3047,0.328,0.3364,Write a Go function to implement log filtering and formatting functionality. The specific requirements are as follows:
282,go,hard,0,21.95,0.1788,0.26,0.2333,Implement a Go program to handle arithmetic operations and conversions of large numbers. You need to implement the following functionalities:
283,go,hard,0,22.93,0.1603,0.2817,0.2688,"Please implement a Go function `StringSplitter` that can split an input string into multiple substrings based on a given delimiter, with support for multiple splitting options."
284,go,medium,1,37.08,0.3465,0.4474,0.3267,Implement a Go program to handle user authentication and authorization. The program should include the following functionalities:
285,go,hard,0,33.45,0.3361,0.3659,0.3009,"Please implement a basic operations library for a 2D vector (Vec2) in Go. The Vec2 struct contains two int32 fields, X and Y. The following methods need to be implemented:"
286,go,hard,0,37.34,0.3054,0.4214,0.416,"Implement a game command processor system using Go language. The system should be capable of parsing and executing game commands in JSON format, and returning corresponding results."
287,go,hard,0,22.14,0.1818,0.2197,0.2759,Write a Go function `ParseURLDetails` that parses a URL string and returns a map of its components.
288,go,hard,0,17.27,0.1273,0.2481,0.1579,"Write a Go function `ExtractPDFLinks` that extracts all links pointing to PDF files from an HTML string. The function should take an HTML string as input and return a slice of strings containing all links that end with "".pdf"" (case-sensitive)."
289,go,hard,0,19.36,0.1238,0.2397,0.2405,Implement a Binary Search Tree (BST) data structure that supports the following operations:
290,go,medium,0,15.31,0.1172,0.2062,0.1478,Write a Go function `MakeHostingConfig` that generates a server configuration string. The configuration string must adhere to the following format requirements:
291,go,easy,1,25.72,0.1986,0.3623,0.2302,Implement a simple in-memory cache simulator that supports the following features:
292,go,hard,1,23.2,0.2045,0.29,0.2105,Write a Go function `ConfigureHTTPServer` to configure an HTTP server instance. The function should accept the following parameters:
293,go,hard,0,28.57,0.2484,0.3446,0.2764,Please implement a function to parse user profiles in Go language.
294,go,hard,1,21.09,0.1513,0.3077,0.1935,Write a Go function `ConcurrentSumCalculator` that calculates the sum of consecutive triangular numbers starting from a given number.
295,go,hard,1,24.28,0.2207,0.3009,0.2143,"Please implement a DES encryption and decryption tool in Go language, supporting CBC mode, PKCS5 padding, and Base64 encoding."
296,go,medium,1,19.2,0.1284,0.2273,0.2414,Write a Go program to implement a state storage system. This system needs to track the state values of different IDs and be able to detect whether the state has changed.
297,go,hard,1,18.05,0.1111,0.2717,0.1818,Write a Go function `maxEqualRowsAfterFlips` that takes a 2D integer matrix as input and returns an integer.
298,go,hard,1,14.7,0.0922,0.2521,0.1149,Implement an IP address-based rate limiter. The limiter should be able to:
299,go,medium,1,20.61,0.1683,0.2087,0.254,Implement a graph query processor that can efficiently answer queries about node ranges.
300,go,hard,0,24.24,0.1468,0.3431,0.2692,Please implement a function `CheckVaccineText` in Go that checks a vaccination appointment text and extracts the year information.
301,go,hard,1,32.52,0.3446,0.3711,0.2536,Implement a car management system with the following functionalities:
302,go,hard,0,11.24,0.0741,0.1871,0.0887,Please implement a table formatting tool in Go that converts tab-separated text into aligned table output.
303,go,hard,0,16.42,0.1271,0.1985,0.1795,"Write a Go function that implements the addition of two non-negative integers represented as linked lists. Each node of the linked list contains a single digit, and the digits are stored in reverse order. The function should return a new linked list representing the sum of the two numbers."
304,go,hard,0,18.53,0.1667,0.1682,0.2273,"Please implement a function `LevelOrder` in Go that takes the root node of a binary tree and returns the level-order traversal result of the tree. Level-order traversal means visiting all nodes of the tree level by level, from left to right, with nodes of the same level grouped in the same sub-slice."
305,go,medium,1,36.54,0.2778,0.4286,0.4189,Please implement a simple HTTP request handler function `HandleRequest` in Go that processes different types of HTTP requests and returns appropriate responses.
306,go,easy,1,12.81,0.1058,0.0776,0.2083,"Write a Go function `NumOfArrays` to calculate the number of arrays that meet specific conditions. Given three integers n, m, and k, the function should return the number of arrays satisfying all the following conditions:"
307,go,medium,1,18.96,0.1226,0.3256,0.1429,Write a Go function `FormatText` that formats a string slice into a specific output string based on the given parameters.
308,go,hard,0,30.36,0.2252,0.4038,0.3077,"Write a Go function to validate the validity of a blockchain transaction. The function is named ValidateTransaction, and it needs to check the following transaction parameters:"
309,go,easy,1,15.33,0.1215,0.1774,0.1714,"Write a Go function `SQLSubstring` that implements functionality similar to SQL's SUBSTRING. The function takes a string, a starting index, and a length as parameters, and returns a substring starting from the specified position."
310,go,easy,0,14.52,0.1264,0.1429,0.1724,Write a Go function `ShareWithEnhanced` that takes a string as input and returns a specific greeting string.
311,go,easy,1,16.33,0.1194,0.2013,0.1839,Implement an SQL Statement Cache System
312,go,hard,0,26.17,0.2034,0.3221,0.2788,"Write a Go program to handle blog items, implementing the following two functionalities:"
313,go,hard,0,33.12,0.2439,0.4167,0.3621,Write a Go function to verify whether a large integer is within the range of int64 values.
314,go,medium,0,16.15,0.12,0.2517,0.1266,"Write a Go function to modify the host part of a URL. The function should be named `ResolveWithTarget` and accept two parameters: a `*url.URL` object and a target host string. The function should return a new URL object where the host part is replaced with the target host string, while preserving all other parts of the original URL (such as path, query parameters, etc.). If the target host string is empty, return the original URL unchanged. If the input URL is nil, return nil."
315,go,hard,0,33.28,0.2475,0.3365,0.4429,"Please implement a simple user management system in Go language, which should include the following functionalities:"
316,go,easy,0,25.33,0.1696,0.3256,0.2927,Please implement a service discovery function in Go that retrieves all instance addresses from a replication set.
317,go,medium,1,27.48,0.1925,0.3333,0.3258,"Write a Go function `SliceAnalyzer` that creates a slice based on the given initial length and capacity, and performs a series of operations on it. The function needs to correctly handle various operations and return the final state of the slice or an error message."
318,go,hard,0,24.31,0.186,0.3359,0.2264,"Write a Go function to resolve module dependency issues. The function should be named `AddMissing`, and it needs to add all missing dependencies (including test dependencies) for a given main package, selecting appropriate module versions based on recommended versions."
319,go,easy,1,23.36,0.152,0.2468,0.3293,Implement a lexical analyzer (Lexer) in Go that can decompose an input string into a series of tokens. The lexer should recognize the following types of tokens:
320,go,hard,0,13.54,0.0647,0.2273,0.1377,Write a Go function `HTMLPrettyPrinter` that takes an HTML string as input and returns a formatted HTML string. The formatted HTML should have the following characteristics:
321,go,medium,1,27.77,0.24,0.3364,0.2692,Write a Go function `AtomicCounter` that safely increments a counter using multiple goroutines. The function should accept three parameters:
322,go,hard,0,26.65,0.1939,0.3761,0.2535,"Please implement the Mul method of an advanced calculator AdvancedCalculator in Go language, which can handle integer multiplication operations and meet the following requirements:"
323,go,easy,1,21.95,0.1558,0.3544,0.1695,Write a Go program to implement the following two functionalities:
324,go,medium,1,15.47,0.12,0.0854,0.2703,Write a Go function `CalculateMinCost` to compute the minimum total cost of purchasing black and white items. There are three purchasing methods available:
325,go,easy,1,9.47,0.0833,0.0748,0.1296,"Write a Go function `CountAdapterArrangements` that takes a slice of integers as input, representing a series of adapter voltage ratings (sorted in ascending order). The function needs to calculate how many different arrangements of these adapters are possible such that the voltage difference between each pair of adjacent adapters does not exceed 3."
326,go,medium,0,16.94,0.1348,0.2151,0.1698,Write a Go function to calculate the sum of all left leaf nodes in a binary tree.
327,go,easy,1,28.22,0.184,0.3095,0.386,"Programming Problem: Solving the ""SEND + MORE = MONEY"" Alphametic Puzzle"
328,go,hard,0,31.57,0.2547,0.3448,0.3679,Implement a cryptocurrency model system using the Go language.
329,go,hard,0,21.73,0.1571,0.2397,0.2752,Please implement a simple statistical computation library in Go language with the following functionalities:
330,go,hard,1,28.29,0.2066,0.3676,0.3,Please implement an HTTP response builder in Go that can create standardized API response structures.
331,go,easy,1,14.55,0.1275,0.1333,0.1818,You need to implement a Go function to solve the following problem:
332,go,hard,0,33.72,0.291,0.4298,0.3061,Implement a friend management system that supports the following functionalities:
333,go,hard,0,24.45,0.1789,0.25,0.3265,Implement a Circular Deque data structure using the Go programming language. This data structure should support the following operations:
334,go,hard,0,36.44,0.2966,0.4068,0.4125,"Implement a user session logout manager using the Go programming language. This manager should be capable of adding user sessions, logging out sessions, and retrieving the count of currently active sessions."
335,go,hard,0,25.84,0.192,0.3212,0.2842,Implement a Ring Buffer (Circular Buffer) data structure in Go. The buffer should support basic read and write operations and handle buffer full and empty conditions correctly.
336,go,easy,1,29.1,0.2476,0.3684,0.2714,Write a Go program to handle log level validation and conversion. Implement the following two functions:
337,go,medium,0,22.2,0.2044,0.3116,0.1559,Write a Go function `VerifyCertificate` to validate the authenticity of an SSL/TLS certificate. The function must check the following:
338,go,hard,0,24.06,0.1888,0.3129,0.2373,Please implement a Go function `AdvancedFormatter` that generates a formatted string based on a given format string and arguments. The function needs to support multiple format specifiers and handle error cases.
339,go,medium,1,7.96,0.0526,0.043,0.1522,Write a Go function `FormatNumberWithCommas` that takes a string representing a number and returns a new string with thousand separators (commas) added.
340,go,medium,0,32.93,0.3071,0.3918,0.2963,Write a Go function `ScaffoldType` to generate code templates for Kubernetes resource types. This function should generate corresponding Go struct definitions and Kubernetes resource annotations based on the given resource type information.
341,go,hard,0,25.95,0.2177,0.2734,0.3012,"Implement a port operation function, required to be written in Go."
342,go,easy,1,20.75,0.1786,0.25,0.2037,"Write a Go function to determine if a binary tree is balanced. A balanced binary tree is defined as: for every node in the tree, the height difference between its left and right subtrees does not exceed 1."
343,go,hard,0,28.56,0.2185,0.336,0.3247,Please implement a simple metrics collection system in Go. The system should support the following functionalities:
344,go,hard,0,22.29,0.1855,0.248,0.2476,Write a Go function `InspectValue` that takes a value of any type as input and returns a map containing detailed information about the value. The returned map should include the following information:
345,go,hard,1,13.33,0.0743,0.2727,0.0724,Please implement a function in Go to compute the SM3 hash value.
346,go,hard,0,27.22,0.2188,0.2459,0.3699,"Implement a log level management system in Go language, requiring the following functionalities:"
