index,language,difficulty,success,style_stability_score,style_entropy,indent_entropy,line_length_entropy,punctuation_entropy,identifier_style_mix,title
255,go,medium,1,26.7,6.108,0.0,2.354,3.254,3,"Write a Go function `NumMovesStonesII` that takes a slice of integers representing the positions of stones and returns a slice containing two integers. The first integer represents the minimum number of moves required to move all stones into consecutive positions, and the second integer represents the maximum number of moves."
256,go,hard,0,26.14,6.155,0.0,2.499,3.156,3,Implement a simple user database management system using Go language. The system should support the following operations:
257,go,hard,0,20.93,6.59,0.0,2.625,3.214,4,Write a Go program to implement two functions: `Base10ToBase62` and `MapIndexes`.
258,go,hard,0,0.0,7.5,1.439,2.323,3.238,3,"Write a Go function `ControlFlowDemo` that takes three integer parameters: `startValue`, `iterations`, and `switchCase`, and returns a map containing multiple key-value pairs and an error string."
259,go,hard,0,24.89,6.26,0.0,2.649,3.111,3,Implement a simple database simulator capable of storing and retrieving file records and Pastebin records. The specific requirements are as follows:
260,go,hard,0,0.0,8.198,2.219,2.408,3.071,3,"Write a Go function `NumOfArrays` that calculates the number of arrays satisfying specific conditions. Given three integers n, m, and k, the function should return the number of arrays that meet all the following conditions:"
261,go,medium,0,25.01,6.249,0.0,2.155,3.344,4,Write a Go function `GetBestMove` that takes a `GameState` struct as input and returns a string representing the best direction for the snake to move.
262,go,hard,1,21.23,6.564,0.0,2.688,3.376,3,Implement a Go language logger that can filter log messages based on the set log level. The logger must meet the following requirements:
263,go,medium,1,0.0,8.141,2.183,2.468,3.24,2,Write a Go function `CocktailSort` that implements the Cocktail Sort algorithm (also known as bidirectional bubble sort). The function should be able to sort an integer slice in either ascending or descending order based on the provided parameter.
264,go,hard,1,32.07,5.661,0.0,2.253,2.908,3,Implement a balanced binary search tree (AVL tree) data structure that supports insertion operations and in-order traversal.
265,go,hard,0,23.68,6.36,0.0,2.708,3.153,3,"Write a Go function `CryptoDemo` that implements simple encryption and decryption functionality. The function takes a string input and two byte slices (a public key and a private key), and returns the encrypted string, the decrypted string, and any potential error."
266,go,hard,0,21.55,6.537,0.0,2.491,3.296,4,Write a Go program to implement datetime formatting functionality. The program should include the following features:
267,go,medium,0,32.01,5.666,0.0,2.121,3.046,3,Write a Go function to process person information with the following specific requirements:
268,go,hard,0,24.48,6.293,0.0,2.749,3.044,3,Implement a Go function that simulates Git operations. Write a function named `GitOperation` that can handle basic Git commands and return corresponding results.
269,go,hard,0,24.35,6.304,0.0,2.207,3.347,4,Write a Go function `ParseProxyTag` to parse a string containing special markers. The function needs to identify three cases:
270,go,hard,0,22.8,6.433,0.0,2.391,3.293,4,Write a Go function `GetIPInfo` that takes a `*http.Request` object as a parameter and returns a map containing client IP-related information.
271,go,hard,1,31.05,5.746,0.0,2.247,2.999,3,Write a Go function to calculate the maximum path sum in a binary tree.
272,go,hard,1,27.73,6.022,0.0,2.191,3.331,3,Write a Go function `RemoveStones` that calculates the maximum number of stones that can be removed from a given layout of stones on a 2D plane.
273,go,hard,1,33.45,5.545,0.0,2.174,2.872,3,Write a Go function `RegexOperations` that can perform different regular expression operations on an input string based on the specified operation. The function should support the following operations:
274,go,medium,0,29.79,5.851,0.0,2.436,2.915,3,Write a Go function `BuildSeleniumURL` that constructs the complete URL for Selenium WebDriver based on the given parameters.
275,go,hard,0,26.51,6.124,0.0,2.524,3.1,3,Please implement two functions in Go:
276,go,hard,0,17.75,6.854,0.0,2.75,3.354,4,Implement a graph key handler capable of generating and parsing vertex and edge keys. The specific requirements are as follows:
277,go,hard,1,29.48,5.877,0.0,2.615,3.012,2,Please implement an Ethereum client tool in Go language with the following functionalities:
278,go,hard,0,17.38,6.885,0.0,2.763,3.372,4,"Implement a 2D grid pathfinder. Given a grid with width w and height h, where each cell is either passable (0) or an obstacle (1). Implement a PathFinder type containing the following methods:"
279,go,hard,1,39.77,5.019,0.0,1.877,2.892,2,"Write a Go function `LongestBeautifulSubstring` that takes a string as input and returns an integer. The string consists of lowercase letters, and the function needs to find the length of the longest ""beautiful substring"" within it."
280,go,easy,1,6.93,6.94,1.325,2.071,3.294,2,Write a Go function `GrayCode` that generates an n-bit Gray code sequence.
281,go,easy,0,25.32,6.223,0.0,2.345,3.128,4,Write a Go function to implement log filtering and formatting functionality. The specific requirements are as follows:
282,go,hard,0,30.16,5.82,0.0,2.019,3.301,3,Implement a Go program to handle arithmetic operations and conversions of large numbers. You need to implement the following functionalities:
283,go,hard,0,21.24,6.563,0.0,2.491,3.323,4,"Please implement a Go function `StringSplitter` that can split an input string into multiple substrings based on a given delimiter, with support for multiple splitting options."
284,go,medium,1,22.31,6.474,0.0,2.482,3.492,3,Implement a Go program to handle user authentication and authorization. The program should include the following functionalities:
285,go,hard,0,33.49,5.543,0.0,2.544,2.749,2,"Please implement a basic operations library for a 2D vector (Vec2) in Go. The Vec2 struct contains two int32 fields, X and Y. The following methods need to be implemented:"
286,go,hard,0,21.58,6.535,0.0,2.499,3.286,4,"Implement a game command processor system using Go language. The system should be capable of parsing and executing game commands in JSON format, and returning corresponding results."
287,go,hard,0,25.26,6.228,0.0,2.545,3.183,3,Write a Go function `ParseURLDetails` that parses a URL string and returns a map of its components.
288,go,hard,0,26.73,6.106,0.0,2.328,3.278,3,"Write a Go function `ExtractPDFLinks` that extracts all links pointing to PDF files from an HTML string. The function should take an HTML string as input and return a slice of strings containing all links that end with "".pdf"" (case-sensitive)."
289,go,hard,0,29.98,5.835,0.0,2.238,3.097,3,Implement a Binary Search Tree (BST) data structure that supports the following operations:
290,go,medium,0,25.8,6.184,0.0,2.369,3.064,4,Write a Go function `MakeHostingConfig` that generates a server configuration string. The configuration string must adhere to the following format requirements:
291,go,easy,1,29.16,5.904,0.0,2.115,3.038,4,Implement a simple in-memory cache simulator that supports the following features:
292,go,hard,1,37.38,5.218,0.0,2.111,2.607,3,Write a Go function `ConfigureHTTPServer` to configure an HTTP server instance. The function should accept the following parameters:
293,go,hard,0,20.64,6.613,0.0,2.398,3.466,4,Please implement a function to parse user profiles in Go language.
294,go,hard,1,29.19,5.901,0.0,2.093,3.309,3,Write a Go function `ConcurrentSumCalculator` that calculates the sum of consecutive triangular numbers starting from a given number.
295,go,hard,1,23.18,6.402,0.0,2.561,3.341,3,"Please implement a DES encryption and decryption tool in Go language, supporting CBC mode, PKCS5 padding, and Base64 encoding."
296,go,medium,1,28.95,5.921,0.0,2.093,3.328,3,Write a Go program to implement a state storage system. This system needs to track the state values of different IDs and be able to detect whether the state has changed.
297,go,hard,1,19.43,6.714,0.0,2.557,3.406,4,Write a Go function `maxEqualRowsAfterFlips` that takes a 2D integer matrix as input and returns an integer.
298,go,hard,1,27.22,6.065,0.0,2.326,3.239,3,Implement an IP address-based rate limiter. The limiter should be able to:
299,go,medium,1,0.0,8.185,1.9,2.499,3.286,3,Implement a graph query processor that can efficiently answer queries about node ranges.
300,go,hard,0,29.51,5.874,0.0,2.316,3.058,3,Please implement a function `CheckVaccineText` in Go that checks a vaccination appointment text and extracts the year information.
301,go,hard,1,28.99,5.918,0.0,2.425,2.993,3,Implement a car management system with the following functionalities:
302,go,hard,0,22.81,6.433,0.0,2.408,3.274,4,Please implement a table formatting tool in Go that converts tab-separated text into aligned table output.
303,go,hard,0,32.11,5.657,0.0,2.076,3.082,3,"Write a Go function that implements the addition of two non-negative integers represented as linked lists. Each node of the linked list contains a single digit, and the digits are stored in reverse order. The function should return a new linked list representing the sum of the two numbers."
304,go,hard,0,0.0,8.462,2.178,2.417,3.367,3,"Please implement a function `LevelOrder` in Go that takes the root node of a binary tree and returns the level-order traversal result of the tree. Level-order traversal means visiting all nodes of the tree level by level, from left to right, with nodes of the same level grouped in the same sub-slice."
305,go,medium,1,28.24,5.98,0.0,2.535,3.195,2,Please implement a simple HTTP request handler function `HandleRequest` in Go that processes different types of HTTP requests and returns appropriate responses.
306,go,easy,1,32.17,5.653,0.0,2.301,3.102,2,"Write a Go function `NumOfArrays` to calculate the number of arrays that meet specific conditions. Given three integers n, m, and k, the function should return the number of arrays satisfying all the following conditions:"
307,go,medium,1,32.46,5.628,0.0,1.927,3.201,3,Write a Go function `FormatText` that formats a string slice into a specific output string based on the given parameters.
308,go,hard,0,26.78,6.102,0.0,2.508,3.094,3,"Write a Go function to validate the validity of a blockchain transaction. The function is named ValidateTransaction, and it needs to check the following transaction parameters:"
309,go,easy,1,30.04,5.83,0.0,2.095,3.235,3,"Write a Go function `SQLSubstring` that implements functionality similar to SQL's SUBSTRING. The function takes a string, a starting index, and a length as parameters, and returns a substring starting from the specified position."
310,go,easy,0,31.11,5.741,0.0,2.215,3.276,2,Write a Go function `ShareWithEnhanced` that takes a string as input and returns a specific greeting string.
311,go,easy,1,29.1,5.908,0.0,2.286,3.123,3,Implement an SQL Statement Cache System
312,go,hard,0,28.66,5.945,0.0,2.473,3.222,2,"Write a Go program to handle blog items, implementing the following two functionalities:"
313,go,hard,0,31.97,5.669,0.0,2.146,3.023,3,Write a Go function to verify whether a large integer is within the range of int64 values.
314,go,medium,0,39.83,5.014,0.0,1.89,2.874,2,"Write a Go function to modify the host part of a URL. The function should be named `ResolveWithTarget` and accept two parameters: a `*url.URL` object and a target host string. The function should return a new URL object where the host part is replaced with the target host string, while preserving all other parts of the original URL (such as path, query parameters, etc.). If the target host string is empty, return the original URL unchanged. If the input URL is nil, return nil."
315,go,hard,0,23.64,6.364,0.0,2.532,3.332,3,"Please implement a simple user management system in Go language, which should include the following functionalities:"
316,go,easy,0,24.47,6.294,0.0,2.427,3.118,4,Please implement a service discovery function in Go that retrieves all instance addresses from a replication set.
317,go,medium,1,23.83,6.348,0.0,2.515,3.333,3,"Write a Go function `SliceAnalyzer` that creates a slice based on the given initial length and capacity, and performs a series of operations on it. The function needs to correctly handle various operations and return the final state of the slice or an error message."
318,go,hard,0,23.34,6.388,0.0,2.341,3.297,4,"Write a Go function to resolve module dependency issues. The function should be named `AddMissing`, and it needs to add all missing dependencies (including test dependencies) for a given main package, selecting appropriate module versions based on recommended versions."
319,go,easy,1,24.31,6.308,0.0,2.332,3.226,4,Implement a lexical analyzer (Lexer) in Go that can decompose an input string into a series of tokens. The lexer should recognize the following types of tokens:
320,go,hard,0,22.72,6.44,0.0,2.618,3.072,4,Write a Go function `HTMLPrettyPrinter` that takes an HTML string as input and returns a formatted HTML string. The formatted HTML should have the following characteristics:
321,go,medium,1,27.89,6.009,0.0,2.5,3.009,3,Write a Go function `AtomicCounter` that safely increments a counter using multiple goroutines. The function should accept three parameters:
322,go,hard,0,26.4,6.134,0.0,2.46,3.173,3,"Please implement the Mul method of an advanced calculator AdvancedCalculator in Go language, which can handle integer multiplication operations and meet the following requirements:"
323,go,easy,1,24.15,6.321,0.0,2.513,3.057,4,Write a Go program to implement the following two functionalities:
324,go,medium,1,11.47,6.563,1.287,2.102,2.673,3,Write a Go function `CalculateMinCost` to compute the minimum total cost of purchasing black and white items. There are three purchasing methods available:
325,go,easy,1,29.14,5.905,0.0,2.33,3.325,2,"Write a Go function `CountAdapterArrangements` that takes a slice of integers as input, representing a series of adapter voltage ratings (sorted in ascending order). The function needs to calculate how many different arrangements of these adapters are possible such that the voltage difference between each pair of adjacent adapters does not exceed 3."
326,go,medium,0,36.44,5.297,0.0,2.011,2.785,3,Write a Go function to calculate the sum of all left leaf nodes in a binary tree.
327,go,easy,1,33.97,5.502,0.0,2.526,2.726,2,"Programming Problem: Solving the ""SEND + MORE = MONEY"" Alphametic Puzzle"
328,go,hard,0,31.92,5.673,0.0,2.575,2.598,3,Implement a cryptocurrency model system using the Go language.
329,go,hard,0,20.03,6.664,0.0,2.617,3.298,4,Please implement a simple statistical computation library in Go language with the following functionalities:
330,go,hard,1,34.74,5.438,0.0,2.355,2.583,3,Please implement an HTTP response builder in Go that can create standardized API response structures.
331,go,easy,1,32.37,5.636,0.0,2.193,2.943,3,You need to implement a Go function to solve the following problem:
332,go,hard,0,17.92,6.84,0.0,2.79,3.299,4,Implement a friend management system that supports the following functionalities:
333,go,hard,0,32.76,5.604,0.0,2.386,2.967,2,Implement a Circular Deque data structure using the Go programming language. This data structure should support the following operations:
334,go,hard,0,22.19,6.484,0.0,2.55,3.184,4,"Implement a user session logout manager using the Go programming language. This manager should be capable of adding user sessions, logging out sessions, and retrieving the count of currently active sessions."
335,go,hard,0,24.14,6.322,0.0,2.235,3.337,4,Implement a Ring Buffer (Circular Buffer) data structure in Go. The buffer should support basic read and write operations and handle buffer full and empty conditions correctly.
336,go,easy,1,32.9,5.591,0.0,2.356,2.735,3,Write a Go program to handle log level validation and conversion. Implement the following two functions:
337,go,medium,0,24.78,6.269,0.0,2.48,3.039,4,Write a Go function `VerifyCertificate` to validate the authenticity of an SSL/TLS certificate. The function must check the following:
338,go,hard,0,25.75,6.187,0.0,2.34,3.347,3,Please implement a Go function `AdvancedFormatter` that generates a formatted string based on a given format string and arguments. The function needs to support multiple format specifiers and handle error cases.
339,go,medium,1,28.92,5.924,0.0,2.149,3.275,3,Write a Go function `FormatNumberWithCommas` that takes a string representing a number and returns a new string with thousand separators (commas) added.
340,go,medium,0,23.63,6.364,0.0,2.64,3.224,3,Write a Go function `ScaffoldType` to generate code templates for Kubernetes resource types. This function should generate corresponding Go struct definitions and Kubernetes resource annotations based on the given resource type information.
